Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2013,December,Moonee Valley,A Crimes against the person,A80 Dangerous and negligent acts endangering people,35
2013,December,Moonee Valley,B Property and deception offences,B10 Arson,25
2013,December,Moonee Valley,B Property and deception offences,B20 Property damage,505
2013,December,Moonee Valley,B Property and deception offences,B30 Burglary/Break and enter,686
2013,December,Moonee Valley,B Property and deception offences,B40 Theft,"1,799"
2013,December,Moonee Valley,B Property and deception offences,B50 Deception,74
2013,December,Moorabool,A Crimes against the person,A20 Assault and related offences,147
2013,December,Moorabool,A Crimes against the person,A30 Sexual offences,39
2013,December,Moorabool,A Crimes against the person,A40 Abduction and related offences,4
2013,December,Moorabool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",19
2013,December,Moorabool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,16
2013,December,Moorabool,B Property and deception offences,B10 Arson,21
2013,December,Moorabool,B Property and deception offences,B20 Property damage,161
2013,December,Moorabool,B Property and deception offences,B30 Burglary/Break and enter,172
2013,December,Moorabool,B Property and deception offences,B40 Theft,383
2013,December,Moorabool,B Property and deception offences,B50 Deception,10
2013,December,Mornington Peninsula,A Crimes against the person,A20 Assault and related offences,767
2013,December,Mornington Peninsula,A Crimes against the person,A30 Sexual offences,135
2013,December,Mornington Peninsula,A Crimes against the person,A40 Abduction and related offences,7
2013,December,Mornington Peninsula,A Crimes against the person,A50 Robbery,16
2013,December,Mornington Peninsula,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",139
2013,December,Mornington Peninsula,A Crimes against the person,A80 Dangerous and negligent acts endangering people,76
2013,December,Mornington Peninsula,B Property and deception offences,B10 Arson,45
2013,December,Mornington Peninsula,B Property and deception offences,B20 Property damage,738
2013,December,Mornington Peninsula,B Property and deception offences,B30 Burglary/Break and enter,861
2013,December,Mornington Peninsula,B Property and deception offences,B40 Theft,"2,082"
2013,December,Mornington Peninsula,B Property and deception offences,B50 Deception,61
2013,December,Mornington Peninsula,D Public order and security offences,D30 Public nuisance offences,5
2013,December,Mount Alexander,A Crimes against the person,A20 Assault and related offences,78
2013,December,Mount Alexander,A Crimes against the person,A30 Sexual offences,14
2013,December,Mount Alexander,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13
2013,December,Mount Alexander,A Crimes against the person,A80 Dangerous and negligent acts endangering people,7
2013,December,Mount Alexander,B Property and deception offences,B10 Arson,8
2013,December,Mount Alexander,B Property and deception offences,B20 Property damage,74
2013,December,Mount Alexander,B Property and deception offences,B30 Burglary/Break and enter,43
2013,December,Mount Alexander,B Property and deception offences,B40 Theft,130
2013,December,Mount Alexander,B Property and deception offences,B50 Deception,4
2013,December,Moyne,A Crimes against the person,A20 Assault and related offences,65
2013,December,Moyne,A Crimes against the person,A30 Sexual offences,17
2013,December,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",10
2013,December,Moyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2013,December,Moyne,B Property and deception offences,B10 Arson,4
2013,December,Moyne,B Property and deception offences,B20 Property damage,47
2013,December,Moyne,B Property and deception offences,B30 Burglary/Break and enter,24
2013,December,Moyne,B Property and deception offences,B40 Theft,112
2013,December,Murrindindi,A Crimes against the person,A10 Homicide and related offences,4
2013,December,Murrindindi,A Crimes against the person,A20 Assault and related offences,64
2013,December,Murrindindi,A Crimes against the person,A30 Sexual offences,24
2013,December,Murrindindi,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",12
2013,December,Murrindindi,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2013,December,Murrindindi,B Property and deception offences,B10 Arson,4
2013,December,Murrindindi,B Property and deception offences,B20 Property damage,47
2013,December,Murrindindi,B Property and deception offences,B30 Burglary/Break and enter,47
2013,December,Murrindindi,B Property and deception offences,B40 Theft,106
2013,December,Nillumbik,A Crimes against the person,A20 Assault and related offences,175
2013,December,Nillumbik,A Crimes against the person,A30 Sexual offences,37
2013,December,Nillumbik,A Crimes against the person,A50 Robbery,6
2013,December,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",38
2013,December,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2013,December,Nillumbik,B Property and deception offences,B10 Arson,18
2013,December,Nillumbik,B Property and deception offences,B20 Property damage,129
2013,December,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,173
2013,December,Nillumbik,B Property and deception offences,B40 Theft,370
2013,December,Nillumbik,B Property and deception offences,B50 Deception,11
2013,December,Northern Grampians,A Crimes against the person,A20 Assault and related offences,141
2013,December,Northern Grampians,A Crimes against the person,A30 Sexual offences,24
2013,December,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",22
2013,December,Northern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8
2013,December,Northern Grampians,B Property and deception offences,B20 Property damage,69
2013,December,Northern Grampians,B Property and deception offences,B30 Burglary/Break and enter,34
2013,December,Northern Grampians,B Property and deception offences,B40 Theft,95
2013,December,Port Phillip,A Crimes against the person,A20 Assault and related offences,803
2013,December,Port Phillip,A Crimes against the person,A30 Sexual offences,103
2013,December,Port Phillip,A Crimes against the person,A40 Abduction and related offences,6
2013,December,Port Phillip,A Crimes against the person,A50 Robbery,72
2013,December,Port Phillip,A Crimes against the person,A60 Blackmail and extortion,5
2013,December,Port Phillip,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",105
2013,December,Port Phillip,A Crimes against the person,A80 Dangerous and negligent acts endangering people,31
2013,December,Port Phillip,B Property and deception offences,B10 Arson,17
2013,December,Port Phillip,B Property and deception offences,B20 Property damage,627
2013,December,Port Phillip,B Property and deception offences,B30 Burglary/Break and enter,705
2013,December,Port Phillip,B Property and deception offences,B40 Theft,"2,949"
2013,December,Port Phillip,B Property and deception offences,B50 Deception,149
2013,December,Port Phillip,D Public order and security offences,D30 Public nuisance offences,8
2013,December,Pyrenees,A Crimes against the person,A20 Assault and related offences,40
2013,December,Pyrenees,A Crimes against the person,A30 Sexual offences,15
2013,December,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",9
2013,December,Pyrenees,B Property and deception offences,B10 Arson,4
2013,December,Pyrenees,B Property and deception offences,B20 Property damage,28
2013,December,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,51
2013,December,Pyrenees,B Property and deception offences,B40 Theft,79
2013,December,Queenscliffe,B Property and deception offences,B20 Property damage,4
2013,December,Queenscliffe,B Property and deception offences,B30 Burglary/Break and enter,12
2013,December,Queenscliffe,B Property and deception offences,B40 Theft,30
2013,December,South Gippsland,A Crimes against the person,A20 Assault and related offences,117
2013,December,South Gippsland,A Crimes against the person,A30 Sexual offences,19
2013,December,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",25
2013,December,South Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,14
2013,December,South Gippsland,B Property and deception offences,B10 Arson,4
2013,December,South Gippsland,B Property and deception offences,B20 Property damage,74
2013,December,South Gippsland,B Property and deception offences,B30 Burglary/Break and enter,100
2013,December,South Gippsland,B Property and deception offences,B40 Theft,168
2013,December,South Gippsland,B Property and deception offences,B50 Deception,4
2013,December,Southern Grampians,A Crimes against the person,A20 Assault and related offences,95
2013,December,Southern Grampians,A Crimes against the person,A30 Sexual offences,28
2013,December,Southern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11
2013,December,Southern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8
