Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Alleged Offender Incidents
2019,December,Baw Baw,A Crimes against the person,A20 Assault and related offences,310
2019,December,Baw Baw,A Crimes against the person,A30 Sexual offences,68
2019,December,Baw Baw,A Crimes against the person,A50 Robbery,11
2019,December,Baw Baw,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",67
2019,December,Baw Baw,A Crimes against the person,A80 Dangerous and negligent acts endangering people,21
2019,December,Baw Baw,B Property and deception offences,B10 Arson,12
2019,December,Baw Baw,B Property and deception offences,B20 Property damage,86
2019,December,Baw Baw,B Property and deception offences,B30 Burglary/Break and enter,116
2019,December,Baw Baw,B Property and deception offences,B40 Theft,317
2019,December,Baw Baw,B Property and deception offences,B50 Deception,72
2019,December,Baw Baw,C Drug offences,C10 Drug dealing and trafficking,39
2019,December,Baw Baw,C Drug offences,C20 Cultivate or manufacture drugs,9
2019,December,Baw Baw,C Drug offences,C30 Drug use and possession,125
2019,December,Baw Baw,D Public order and security offences,D10 Weapons and explosives offences,82
2019,December,Baw Baw,D Public order and security offences,D20 Disorderly and offensive conduct,30
2019,December,Baw Baw,D Public order and security offences,D30 Public nuisance offences,14
2019,December,Baw Baw,E Justice procedures offences,E10 Justice procedures,20
2019,December,Baw Baw,E Justice procedures offences,E20 Breaches of orders,194
2019,December,Baw Baw,F Other offences,F20 Transport regulation offences,4
2019,December,Bayside,A Crimes against the person,A20 Assault and related offences,178
2019,December,Bayside,A Crimes against the person,A30 Sexual offences,31
2019,December,Bayside,A Crimes against the person,A50 Robbery,18
2019,December,Bayside,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",24
2019,December,Bayside,A Crimes against the person,A80 Dangerous and negligent acts endangering people,12
2019,December,Bayside,B Property and deception offences,B10 Arson,8
2019,December,Bayside,B Property and deception offences,B20 Property damage,63
2019,December,Bayside,B Property and deception offences,B30 Burglary/Break and enter,132
2019,December,Bayside,B Property and deception offences,B40 Theft,225
2019,December,Bayside,B Property and deception offences,B50 Deception,59
2019,December,Bayside,C Drug offences,C10 Drug dealing and trafficking,20
2019,December,Bayside,C Drug offences,C20 Cultivate or manufacture drugs,8
2019,December,Bayside,C Drug offences,C30 Drug use and possession,79
2019,December,Bayside,D Public order and security offences,D10 Weapons and explosives offences,43
2019,December,Bayside,D Public order and security offences,D20 Disorderly and offensive conduct,68
2019,December,Bayside,E Justice procedures offences,E10 Justice procedures,12
2019,December,Bayside,E Justice procedures offences,E20 Breaches of orders,159
2019,December,Benalla,A Crimes against the person,A20 Assault and related offences,119
2019,December,Benalla,A Crimes against the person,A30 Sexual offences,9
2019,December,Benalla,A Crimes against the person,A50 Robbery,4
2019,December,Benalla,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14
2019,December,Benalla,A Crimes against the person,A80 Dangerous and negligent acts endangering people,12
2019,December,Benalla,B Property and deception offences,B10 Arson,16
2019,December,Benalla,B Property and deception offences,B20 Property damage,38
2019,December,Benalla,B Property and deception offences,B30 Burglary/Break and enter,32
2019,December,Benalla,B Property and deception offences,B40 Theft,82
2019,December,Benalla,B Property and deception offences,B50 Deception,24
2019,December,Benalla,C Drug offences,C10 Drug dealing and trafficking,8
2019,December,Benalla,C Drug offences,C20 Cultivate or manufacture drugs,4
2019,December,Benalla,C Drug offences,C30 Drug use and possession,25
2019,December,Benalla,D Public order and security offences,D10 Weapons and explosives offences,30
2019,December,Benalla,D Public order and security offences,D20 Disorderly and offensive conduct,7
2019,December,Benalla,D Public order and security offences,D30 Public nuisance offences,16
2019,December,Benalla,E Justice procedures offences,E10 Justice procedures,12
