Year,Year ending,Local Government Area,Sex,Harm Caused Flag,Victim Reports
2014,December,Nillumbik,Females,Medium Harm,86
2014,December,Nillumbik,Males,High Harm,52
2014,December,Nillumbik,Males,Low Harm,354
2014,December,Nillumbik,Males,Medium Harm,87
2014,December,Northern Grampians,Females,High Harm,44
2014,December,Northern Grampians,Females,Low Harm,57
2014,December,Northern Grampians,Females,Medium Harm,57
2014,December,Northern Grampians,Males,High Harm,43
2014,December,Northern Grampians,Males,Low Harm,106
2014,December,Northern Grampians,Males,Medium Harm,47
2014,December,Port Phillip,Females,High Harm,318
2014,December,Port Phillip,Females,Low Harm,"1,755"
2014,December,Port Phillip,Females,Medium Harm,341
2014,December,Port Phillip,Males,High Harm,412
2014,December,Port Phillip,Males,Low Harm,"2,411"
2014,December,Port Phillip,Males,Medium Harm,507
2014,December,Pyrenees,Females,High Harm,10
2014,December,Pyrenees,Females,Low Harm,43
2014,December,Pyrenees,Females,Medium Harm,5
2014,December,Pyrenees,Males,High Harm,18
2014,December,Pyrenees,Males,Low Harm,119
2014,December,Pyrenees,Males,Medium Harm,25
2014,December,Queenscliffe,Females,High Harm,
2014,December,Queenscliffe,Females,Low Harm,19
2014,December,Queenscliffe,Females,Medium Harm,
2014,December,Queenscliffe,Males,Low Harm,34
2014,December,Queenscliffe,Males,Medium Harm,
2014,December,South Gippsland,Females,High Harm,58
2014,December,South Gippsland,Females,Low Harm,121
2014,December,South Gippsland,Females,Medium Harm,64
2014,December,South Gippsland,Males,High Harm,43
2014,December,South Gippsland,Males,Low Harm,180
2014,December,South Gippsland,Males,Medium Harm,58
2014,December,Southern Grampians,Females,High Harm,29
2014,December,Southern Grampians,Females,Low Harm,83
2014,December,Southern Grampians,Females,Medium Harm,40
2014,December,Southern Grampians,Males,High Harm,37
2014,December,Southern Grampians,Males,Low Harm,147
2014,December,Southern Grampians,Males,Medium Harm,22
2014,December,Stonnington,Females,High Harm,203
2014,December,Stonnington,Females,Low Harm,"1,518"
2014,December,Stonnington,Females,Medium Harm,261
2014,December,Stonnington,Males,High Harm,233
2014,December,Stonnington,Males,Low Harm,"1,813"
2014,December,Stonnington,Males,Medium Harm,335
2014,December,Strathbogie,Females,High Harm,20
2014,December,Strathbogie,Females,Low Harm,44
2014,December,Strathbogie,Females,Medium Harm,25
2014,December,Strathbogie,Males,High Harm,18
2014,December,Strathbogie,Males,Low Harm,84
2014,December,Strathbogie,Males,Medium Harm,22
2014,December,Surf Coast,Females,High Harm,25
2014,December,Surf Coast,Females,Low Harm,164
2014,December,Surf Coast,Females,Medium Harm,42
2014,December,Surf Coast,Males,High Harm,29
2014,December,Surf Coast,Males,Low Harm,339
2014,December,Surf Coast,Males,Medium Harm,49
2014,December,Swan Hill,Females,High Harm,113
2014,December,Swan Hill,Females,Low Harm,159
2014,December,Swan Hill,Females,Medium Harm,92
2014,December,Swan Hill,Males,High Harm,100
2014,December,Swan Hill,Males,Low Harm,237
2014,December,Swan Hill,Males,Medium Harm,69
2014,December,Towong,Females,High Harm,12
2014,December,Towong,Females,Low Harm,20
2014,December,Towong,Females,Medium Harm,14
2014,December,Towong,Males,High Harm,9
2014,December,Towong,Males,Low Harm,25
2014,December,Towong,Males,Medium Harm,13
2014,December,Wangaratta,Females,High Harm,82
2014,December,Wangaratta,Females,Low Harm,208
2014,December,Wangaratta,Females,Medium Harm,117
2014,December,Wangaratta,Males,High Harm,71
2014,December,Wangaratta,Males,Low Harm,222
2014,December,Wangaratta,Males,Medium Harm,66
2014,December,Warrnambool,Females,High Harm,154
2014,December,Warrnambool,Females,Low Harm,266
2014,December,Warrnambool,Females,Medium Harm,143
2014,December,Warrnambool,Males,High Harm,104
2014,December,Warrnambool,Males,Low Harm,336
2014,December,Warrnambool,Males,Medium Harm,92
2014,December,Wellington,Females,High Harm,146
2014,December,Wellington,Females,Low Harm,418
2014,December,Wellington,Females,Medium Harm,212
2014,December,Wellington,Males,High Harm,149
2014,December,Wellington,Males,Low Harm,615
2014,December,Wellington,Males,Medium Harm,167
2014,December,West Wimmera,Females,High Harm,7
2014,December,West Wimmera,Females,Low Harm,10
2014,December,West Wimmera,Females,Medium Harm,
2014,December,West Wimmera,Males,High Harm,5
2014,December,West Wimmera,Males,Low Harm,11
2014,December,West Wimmera,Males,Medium Harm,
2014,December,Whitehorse,Females,High Harm,198
2014,December,Whitehorse,Females,Low Harm,"1,277"
2014,December,Whitehorse,Females,Medium Harm,280
2014,December,Whitehorse,Males,High Harm,211
2014,December,Whitehorse,Males,Low Harm,"1,536"
2014,December,Whitehorse,Males,Medium Harm,322
2014,December,Whittlesea,Females,High Harm,402
2014,December,Whittlesea,Females,Low Harm,"1,635"
2014,December,Whittlesea,Females,Medium Harm,739
2014,December,Whittlesea,Males,High Harm,365
2014,December,Whittlesea,Males,Low Harm,"2,330"
2014,December,Whittlesea,Males,Medium Harm,839
2014,December,Wodonga,Females,High Harm,118
2014,December,Wodonga,Females,Low Harm,404
2014,December,Wodonga,Females,Medium Harm,205
2014,December,Wodonga,Males,High Harm,110
2014,December,Wodonga,Males,Low Harm,416
2014,December,Wodonga,Males,Medium Harm,164
2014,December,Wyndham,Females,High Harm,397
2014,December,Wyndham,Females,Low Harm,"1,676"
2014,December,Wyndham,Females,Medium Harm,591
2014,December,Wyndham,Males,High Harm,366
2014,December,Wyndham,Males,Low Harm,"2,332"
2014,December,Wyndham,Males,Medium Harm,544
2014,December,Yarra,Females,High Harm,243
2014,December,Yarra,Females,Low Harm,"1,877"
2014,December,Yarra,Females,Medium Harm,301
2014,December,Yarra,Males,High Harm,403
2014,December,Yarra,Males,Low Harm,"2,373"
2014,December,Yarra,Males,Medium Harm,487
2014,December,Yarra Ranges,Females,High Harm,283
2014,December,Yarra Ranges,Females,Low Harm,784
2014,December,Yarra Ranges,Females,Medium Harm,322
2014,December,Yarra Ranges,Males,High Harm,256
2014,December,Yarra Ranges,Males,Low Harm,"1,013"
2014,December,Yarra Ranges,Males,Medium Harm,324
2014,December,Yarriambiack,Females,High Harm,22
2014,December,Yarriambiack,Females,Low Harm,19
2014,December,Yarriambiack,Females,Medium Harm,19
2014,December,Yarriambiack,Males,High Harm,14
2014,December,Yarriambiack,Males,Low Harm,27
2014,December,Yarriambiack,Males,Medium Harm,13
2013,December,Alpine,Females,High Harm,18
2013,December,Alpine,Females,Low Harm,36
2013,December,Alpine,Females,Medium Harm,13
2013,December,Alpine,Males,High Harm,18
2013,December,Alpine,Males,Low Harm,80
2013,December,Alpine,Males,Medium Harm,13
2013,December,Ararat,Females,High Harm,52
2013,December,Ararat,Females,Low Harm,137
2013,December,Ararat,Females,Medium Harm,42
2013,December,Ararat,Males,High Harm,42
2013,December,Ararat,Males,Low Harm,173
2013,December,Ararat,Males,Medium Harm,54
2013,December,Ballarat,Females,High Harm,313
2013,December,Ballarat,Females,Low Harm,"1,681"
2013,December,Ballarat,Females,Medium Harm,426
2013,December,Ballarat,Males,High Harm,362
2013,December,Ballarat,Males,Low Harm,"1,782"
2013,December,Ballarat,Males,Medium Harm,373
2013,December,Banyule,Females,High Harm,283
2013,December,Banyule,Females,Low Harm,"1,181"
2013,December,Banyule,Females,Medium Harm,360
2013,December,Banyule,Males,High Harm,274
2013,December,Banyule,Males,Low Harm,"1,356"
2013,December,Banyule,Males,Medium Harm,374
2013,December,Bass Coast,Females,High Harm,109
2013,December,Bass Coast,Females,Low Harm,336
2013,December,Bass Coast,Females,Medium Harm,170
2013,December,Bass Coast,Males,High Harm,87
2013,December,Bass Coast,Males,Low Harm,422
2013,December,Bass Coast,Males,Medium Harm,90
2013,December,Baw Baw,Females,High Harm,137
2013,December,Baw Baw,Females,Low Harm,303
2013,December,Baw Baw,Females,Medium Harm,127
2013,December,Baw Baw,Males,High Harm,133
2013,December,Baw Baw,Males,Low Harm,431
2013,December,Baw Baw,Males,Medium Harm,127
2013,December,Bayside,Females,High Harm,124
2013,December,Bayside,Females,Low Harm,840
2013,December,Bayside,Females,Medium Harm,129
2013,December,Bayside,Males,High Harm,114
2013,December,Bayside,Males,Low Harm,"1,046"
2013,December,Bayside,Males,Medium Harm,130
2013,December,Benalla,Females,High Harm,72
2013,December,Benalla,Females,Low Harm,109
2013,December,Benalla,Females,Medium Harm,61
2013,December,Benalla,Males,High Harm,66
2013,December,Benalla,Males,Low Harm,158
2013,December,Benalla,Males,Medium Harm,42
2013,December,Boroondara,Females,High Harm,176
2013,December,Boroondara,Females,Low Harm,"1,424"
2013,December,Boroondara,Females,Medium Harm,215
2013,December,Boroondara,Males,High Harm,175
2013,December,Boroondara,Males,Low Harm,"1,677"
2013,December,Boroondara,Males,Medium Harm,332
2013,December,Brimbank,Females,High Harm,631
2013,December,Brimbank,Females,Low Harm,"2,527"
2013,December,Brimbank,Females,Medium Harm,781
2013,December,Brimbank,Males,High Harm,733
2013,December,Brimbank,Males,Low Harm,"3,346"
2013,December,Brimbank,Males,Medium Harm,"1,009"
2013,December,Buloke,Females,High Harm,4
2013,December,Buloke,Females,Low Harm,15
2013,December,Buloke,Females,Medium Harm,7
2013,December,Buloke,Males,High Harm,8
2013,December,Buloke,Males,Low Harm,57
2013,December,Buloke,Males,Medium Harm,12
2013,December,Campaspe,Females,High Harm,122
2013,December,Campaspe,Females,Low Harm,314
2013,December,Campaspe,Females,Medium Harm,109
2013,December,Campaspe,Males,High Harm,105
2013,December,Campaspe,Males,Low Harm,504
2013,December,Campaspe,Males,Medium Harm,83
2013,December,Cardinia,Females,High Harm,217
2013,December,Cardinia,Females,Low Harm,833
2013,December,Cardinia,Females,Medium Harm,310
2013,December,Cardinia,Males,High Harm,184
2013,December,Cardinia,Males,Low Harm,902
2013,December,Cardinia,Males,Medium Harm,252
2013,December,Casey,Females,High Harm,662
2013,December,Casey,Females,Low Harm,"1,858"
2013,December,Casey,Females,Medium Harm,964
2013,December,Casey,Males,High Harm,544
2013,December,Casey,Males,Low Harm,"2,568"
2013,December,Casey,Males,Medium Harm,914
2013,December,Central Goldfields,Females,High Harm,51
2013,December,Central Goldfields,Females,Low Harm,91
2013,December,Central Goldfields,Females,Medium Harm,67
2013,December,Central Goldfields,Males,High Harm,53
2013,December,Central Goldfields,Males,Low Harm,149
2013,December,Central Goldfields,Males,Medium Harm,59
2013,December,Colac-Otway,Females,High Harm,67
2013,December,Colac-Otway,Females,Low Harm,136
2013,December,Colac-Otway,Females,Medium Harm,69
2013,December,Colac-Otway,Males,High Harm,65
2013,December,Colac-Otway,Males,Low Harm,254
2013,December,Colac-Otway,Males,Medium Harm,64
2013,December,Corangamite,Females,High Harm,29
2013,December,Corangamite,Females,Low Harm,68
2013,December,Corangamite,Females,Medium Harm,27
2013,December,Corangamite,Males,High Harm,16
2013,December,Corangamite,Males,Low Harm,104
2013,December,Corangamite,Males,Medium Harm,41
2013,December,Darebin,Females,High Harm,424
2013,December,Darebin,Females,Low Harm,"1,973"
2013,December,Darebin,Females,Medium Harm,527
2013,December,Darebin,Males,High Harm,433
2013,December,Darebin,Males,Low Harm,"2,432"
2013,December,Darebin,Males,Medium Harm,723
2013,December,East Gippsland,Females,High Harm,169
2013,December,East Gippsland,Females,Low Harm,490
2013,December,East Gippsland,Females,Medium Harm,243
2013,December,East Gippsland,Males,High Harm,170
2013,December,East Gippsland,Males,Low Harm,687
2013,December,East Gippsland,Males,Medium Harm,162
2013,December,Frankston,Females,High Harm,417
2013,December,Frankston,Females,Low Harm,"1,524"
2013,December,Frankston,Females,Medium Harm,505
2013,December,Frankston,Males,High Harm,438
2013,December,Frankston,Males,Low Harm,"1,760"
2013,December,Frankston,Males,Medium Harm,516
2013,December,Gannawarra,Females,High Harm,33
2013,December,Gannawarra,Females,Low Harm,49
2013,December,Gannawarra,Females,Medium Harm,18
2013,December,Gannawarra,Males,High Harm,20
2013,December,Gannawarra,Males,Low Harm,79
2013,December,Gannawarra,Males,Medium Harm,18
2013,December,Glen Eira,Females,High Harm,169
2013,December,Glen Eira,Females,Low Harm,"1,107"
2013,December,Glen Eira,Females,Medium Harm,199
2013,December,Glen Eira,Males,High Harm,171
2013,December,Glen Eira,Males,Low Harm,"1,354"
2013,December,Glen Eira,Males,Medium Harm,243
2013,December,Glenelg,Females,High Harm,53
2013,December,Glenelg,Females,Low Harm,195
2013,December,Glenelg,Females,Medium Harm,53
2013,December,Glenelg,Males,High Harm,52
2013,December,Glenelg,Males,Low Harm,259
2013,December,Glenelg,Males,Medium Harm,52
2013,December,Golden Plains,Females,High Harm,29
2013,December,Golden Plains,Females,Low Harm,52
2013,December,Golden Plains,Females,Medium Harm,18
2013,December,Golden Plains,Males,High Harm,19
2013,December,Golden Plains,Males,Low Harm,131
2013,December,Golden Plains,Males,Medium Harm,27
2013,December,Greater Bendigo,Females,High Harm,320
2013,December,Greater Bendigo,Females,Low Harm,881
2013,December,Greater Bendigo,Females,Medium Harm,357
2013,December,Greater Bendigo,Males,High Harm,250
2013,December,Greater Bendigo,Males,Low Harm,"1,084"
2013,December,Greater Bendigo,Males,Medium Harm,290
2013,December,Greater Dandenong,Females,High Harm,555
2013,December,Greater Dandenong,Females,Low Harm,"1,383"
2013,December,Greater Dandenong,Females,Medium Harm,677
2013,December,Greater Dandenong,Males,High Harm,643
2013,December,Greater Dandenong,Males,Low Harm,"2,219"
2013,December,Greater Dandenong,Males,Medium Harm,700
2013,December,Greater Geelong,Females,High Harm,600
2013,December,Greater Geelong,Females,Low Harm,"2,329"
2013,December,Greater Geelong,Females,Medium Harm,772
2013,December,Greater Geelong,Males,High Harm,498
2013,December,Greater Geelong,Males,Low Harm,"2,887"
2013,December,Greater Geelong,Males,Medium Harm,759
2013,December,Greater Shepparton,Females,High Harm,259
2013,December,Greater Shepparton,Females,Low Harm,794
2013,December,Greater Shepparton,Females,Medium Harm,290
2013,December,Greater Shepparton,Males,High Harm,241
2013,December,Greater Shepparton,Males,Low Harm,860
2013,December,Greater Shepparton,Males,Medium Harm,243
2013,December,Hepburn,Females,High Harm,18
2013,December,Hepburn,Females,Low Harm,91
2013,December,Hepburn,Females,Medium Harm,27
2013,December,Hepburn,Males,High Harm,20
2013,December,Hepburn,Males,Low Harm,153
2013,December,Hepburn,Males,Medium Harm,29
2013,December,Hindmarsh,Females,High Harm,11
2013,December,Hindmarsh,Females,Low Harm,14
2013,December,Hindmarsh,Females,Medium Harm,11
2013,December,Hindmarsh,Males,High Harm,7
2013,December,Hindmarsh,Males,Low Harm,51
2013,December,Hindmarsh,Males,Medium Harm,13
2013,December,Hobsons Bay,Females,High Harm,167
2013,December,Hobsons Bay,Females,Low Harm,987
2013,December,Hobsons Bay,Females,Medium Harm,299
2013,December,Hobsons Bay,Males,High Harm,217
2013,December,Hobsons Bay,Males,Low Harm,"1,311"
2013,December,Hobsons Bay,Males,Medium Harm,298
2013,December,Horsham,Females,High Harm,117
2013,December,Horsham,Females,Low Harm,162
2013,December,Horsham,Females,Medium Harm,97
2013,December,Horsham,Males,High Harm,87
2013,December,Horsham,Males,Low Harm,211
2013,December,Horsham,Males,Medium Harm,74
2013,December,Hume,Females,High Harm,576
2013,December,Hume,Females,Low Harm,"1,781"
2013,December,Hume,Females,Medium Harm,865
2013,December,Hume,Males,High Harm,549
2013,December,Hume,Males,Low Harm,"2,484"
2013,December,Hume,Males,Medium Harm,765
2013,December,Indigo,Females,High Harm,18
2013,December,Indigo,Females,Low Harm,46
2013,December,Indigo,Females,Medium Harm,34
2013,December,Indigo,Males,High Harm,14
2013,December,Indigo,Males,Low Harm,75
2013,December,Indigo,Males,Medium Harm,22
2013,December,Kingston,Females,High Harm,263
2013,December,Kingston,Females,Low Harm,"1,155"
2013,December,Kingston,Females,Medium Harm,309
2013,December,Kingston,Males,High Harm,315
2013,December,Kingston,Males,Low Harm,"1,586"
2013,December,Kingston,Males,Medium Harm,349
