Year,Year ending,Local Government Area,Age Group,Alleged Offender Incidents
2017,December,Yarra,35 - 39 years,533
2017,December,Yarra,40 - 44 years,352
2017,December,Yarra,45+ years,546
2017,December,Yarra Ranges,10 - 17 years,214
2017,December,Yarra Ranges,18 - 24 years,510
2017,December,Yarra Ranges,25 - 29 years,327
2017,December,Yarra Ranges,30 - 34 years,365
2017,December,Yarra Ranges,35 - 39 years,355
2017,December,Yarra Ranges,40 - 44 years,300
2017,December,Yarra Ranges,45+ years,496
2017,December,Yarriambiack,10 - 17 years,21
2017,December,Yarriambiack,18 - 24 years,16
2017,December,Yarriambiack,25 - 29 years,11
2017,December,Yarriambiack,30 - 34 years,15
2017,December,Yarriambiack,35 - 39 years,17
2017,December,Yarriambiack,40 - 44 years,25
2017,December,Yarriambiack,45+ years,48
2016,December,Alpine,10 - 17 years,20
2016,December,Alpine,18 - 24 years,35
2016,December,Alpine,25 - 29 years,21
2016,December,Alpine,30 - 34 years,11
2016,December,Alpine,35 - 39 years,15
2016,December,Alpine,40 - 44 years,7
2016,December,Alpine,45+ years,37
2016,December,Ararat,10 - 17 years,28
2016,December,Ararat,18 - 24 years,163
2016,December,Ararat,25 - 29 years,63
2016,December,Ararat,30 - 34 years,60
2016,December,Ararat,35 - 39 years,64
2016,December,Ararat,40 - 44 years,38
2016,December,Ararat,45+ years,87
2016,December,Ballarat,10 - 17 years,575
2016,December,Ballarat,18 - 24 years,893
2016,December,Ballarat,25 - 29 years,421
2016,December,Ballarat,30 - 34 years,382
2016,December,Ballarat,35 - 39 years,295
2016,December,Ballarat,40 - 44 years,280
2016,December,Ballarat,45+ years,385
2016,December,Banyule,10 - 17 years,284
2016,December,Banyule,18 - 24 years,546
2016,December,Banyule,25 - 29 years,454
2016,December,Banyule,30 - 34 years,361
2016,December,Banyule,35 - 39 years,336
2016,December,Banyule,40 - 44 years,223
2016,December,Banyule,45+ years,368
2016,December,Bass Coast,10 - 17 years,154
2016,December,Bass Coast,18 - 24 years,228
2016,December,Bass Coast,25 - 29 years,126
2016,December,Bass Coast,30 - 34 years,129
2016,December,Bass Coast,35 - 39 years,126
2016,December,Bass Coast,40 - 44 years,131
2016,December,Bass Coast,45+ years,156
2016,December,Baw Baw,10 - 17 years,179
2016,December,Baw Baw,18 - 24 years,354
2016,December,Baw Baw,25 - 29 years,254
2016,December,Baw Baw,30 - 34 years,174
2016,December,Baw Baw,35 - 39 years,164
2016,December,Baw Baw,40 - 44 years,188
2016,December,Baw Baw,45+ years,171
2016,December,Bayside,10 - 17 years,134
2016,December,Bayside,18 - 24 years,239
2016,December,Bayside,25 - 29 years,157
2016,December,Bayside,30 - 34 years,208
2016,December,Bayside,35 - 39 years,144
2016,December,Bayside,40 - 44 years,140
2016,December,Bayside,45+ years,263
2016,December,Benalla,10 - 17 years,82
2016,December,Benalla,18 - 24 years,154
2016,December,Benalla,25 - 29 years,70
2016,December,Benalla,30 - 34 years,65
2016,December,Benalla,35 - 39 years,46
2016,December,Benalla,40 - 44 years,29
2016,December,Benalla,45+ years,82
2016,December,Boroondara,10 - 17 years,211
2016,December,Boroondara,18 - 24 years,411
2016,December,Boroondara,25 - 29 years,264
2016,December,Boroondara,30 - 34 years,260
2016,December,Boroondara,35 - 39 years,288
2016,December,Boroondara,40 - 44 years,190
2016,December,Boroondara,45+ years,273
2016,December,Brimbank,10 - 17 years,525
2016,December,Brimbank,18 - 24 years,"1,019"
2016,December,Brimbank,25 - 29 years,892
2016,December,Brimbank,30 - 34 years,889
2016,December,Brimbank,35 - 39 years,832
2016,December,Brimbank,40 - 44 years,521
2016,December,Brimbank,45+ years,796
2016,December,Buloke,10 - 17 years,4
2016,December,Buloke,18 - 24 years,21
2016,December,Buloke,25 - 29 years,11
2016,December,Buloke,30 - 34 years,2
2016,December,Buloke,35 - 39 years,7
2016,December,Buloke,40 - 44 years,10
2016,December,Buloke,45+ years,17
2016,December,Campaspe,10 - 17 years,68
2016,December,Campaspe,18 - 24 years,310
2016,December,Campaspe,25 - 29 years,299
2016,December,Campaspe,30 - 34 years,185
2016,December,Campaspe,35 - 39 years,114
2016,December,Campaspe,40 - 44 years,106
2016,December,Campaspe,45+ years,154
2016,December,Cardinia,10 - 17 years,315
2016,December,Cardinia,18 - 24 years,560
2016,December,Cardinia,25 - 29 years,349
2016,December,Cardinia,30 - 34 years,284
2016,December,Cardinia,35 - 39 years,221
2016,December,Cardinia,40 - 44 years,200
2016,December,Cardinia,45+ years,244
2016,December,Casey,10 - 17 years,"1,023"
2016,December,Casey,18 - 24 years,"1,611"
2016,December,Casey,25 - 29 years,"1,104"
2016,December,Casey,30 - 34 years,967
2016,December,Casey,35 - 39 years,687
2016,December,Casey,40 - 44 years,533
2016,December,Casey,45+ years,747
2016,December,Central Goldfields,10 - 17 years,43
2016,December,Central Goldfields,18 - 24 years,145
2016,December,Central Goldfields,25 - 29 years,63
2016,December,Central Goldfields,30 - 34 years,71
2016,December,Central Goldfields,35 - 39 years,77
2016,December,Central Goldfields,40 - 44 years,51
2016,December,Central Goldfields,45+ years,91
2016,December,Colac-Otway,10 - 17 years,96
2016,December,Colac-Otway,18 - 24 years,207
2016,December,Colac-Otway,25 - 29 years,106
2016,December,Colac-Otway,30 - 34 years,47
2016,December,Colac-Otway,35 - 39 years,63
2016,December,Colac-Otway,40 - 44 years,79
2016,December,Colac-Otway,45+ years,105
2016,December,Corangamite,10 - 17 years,48
2016,December,Corangamite,18 - 24 years,52
2016,December,Corangamite,25 - 29 years,51
2016,December,Corangamite,30 - 34 years,45
2016,December,Corangamite,35 - 39 years,22
2016,December,Corangamite,40 - 44 years,30
2016,December,Corangamite,45+ years,53
2016,December,Darebin,10 - 17 years,493
2016,December,Darebin,18 - 24 years,785
2016,December,Darebin,25 - 29 years,615
2016,December,Darebin,30 - 34 years,697
2016,December,Darebin,35 - 39 years,508
2016,December,Darebin,40 - 44 years,367
2016,December,Darebin,45+ years,577
2016,December,East Gippsland,10 - 17 years,194
2016,December,East Gippsland,18 - 24 years,358
2016,December,East Gippsland,25 - 29 years,212
2016,December,East Gippsland,30 - 34 years,188
2016,December,East Gippsland,35 - 39 years,201
2016,December,East Gippsland,40 - 44 years,226
2016,December,East Gippsland,45+ years,300
2016,December,Frankston,10 - 17 years,804
2016,December,Frankston,18 - 24 years,"1,169"
2016,December,Frankston,25 - 29 years,857
2016,December,Frankston,30 - 34 years,878
2016,December,Frankston,35 - 39 years,714
2016,December,Frankston,40 - 44 years,600
2016,December,Frankston,45+ years,762
2016,December,Gannawarra,10 - 17 years,14
2016,December,Gannawarra,18 - 24 years,57
2016,December,Gannawarra,25 - 29 years,46
2016,December,Gannawarra,30 - 34 years,38
2016,December,Gannawarra,35 - 39 years,33
2016,December,Gannawarra,40 - 44 years,32
2016,December,Gannawarra,45+ years,40
2016,December,Glen Eira,10 - 17 years,254
2016,December,Glen Eira,18 - 24 years,346
2016,December,Glen Eira,25 - 29 years,256
2016,December,Glen Eira,30 - 34 years,222
2016,December,Glen Eira,35 - 39 years,269
2016,December,Glen Eira,40 - 44 years,188
2016,December,Glen Eira,45+ years,293
2016,December,Glenelg,10 - 17 years,99
2016,December,Glenelg,18 - 24 years,174
2016,December,Glenelg,25 - 29 years,109
2016,December,Glenelg,30 - 34 years,85
2016,December,Glenelg,35 - 39 years,65
2016,December,Glenelg,40 - 44 years,63
2016,December,Glenelg,45+ years,91
2016,December,Golden Plains,10 - 17 years,20
2016,December,Golden Plains,18 - 24 years,44
2016,December,Golden Plains,25 - 29 years,28
2016,December,Golden Plains,30 - 34 years,17
2016,December,Golden Plains,35 - 39 years,22
2016,December,Golden Plains,40 - 44 years,21
2016,December,Golden Plains,45+ years,51
2016,December,Greater Bendigo,10 - 17 years,426
2016,December,Greater Bendigo,18 - 24 years,917
2016,December,Greater Bendigo,25 - 29 years,550
2016,December,Greater Bendigo,30 - 34 years,517
2016,December,Greater Bendigo,35 - 39 years,403
2016,December,Greater Bendigo,40 - 44 years,278
2016,December,Greater Bendigo,45+ years,407
2016,December,Greater Dandenong,10 - 17 years,575
2016,December,Greater Dandenong,18 - 24 years,"1,343"
2016,December,Greater Dandenong,25 - 29 years,"1,080"
2016,December,Greater Dandenong,30 - 34 years,"1,093"
2016,December,Greater Dandenong,35 - 39 years,718
2016,December,Greater Dandenong,40 - 44 years,564
2016,December,Greater Dandenong,45+ years,806
2016,December,Greater Geelong,10 - 17 years,"1,099"
2016,December,Greater Geelong,18 - 24 years,"1,392"
2016,December,Greater Geelong,25 - 29 years,931
2016,December,Greater Geelong,30 - 34 years,780
2016,December,Greater Geelong,35 - 39 years,653
2016,December,Greater Geelong,40 - 44 years,717
2016,December,Greater Geelong,45+ years,767
2016,December,Greater Shepparton,10 - 17 years,497
2016,December,Greater Shepparton,18 - 24 years,635
2016,December,Greater Shepparton,25 - 29 years,430
2016,December,Greater Shepparton,30 - 34 years,411
2016,December,Greater Shepparton,35 - 39 years,337
2016,December,Greater Shepparton,40 - 44 years,288
2016,December,Greater Shepparton,45+ years,328
2016,December,Hepburn,10 - 17 years,38
2016,December,Hepburn,18 - 24 years,32
2016,December,Hepburn,25 - 29 years,22
2016,December,Hepburn,30 - 34 years,28
2016,December,Hepburn,35 - 39 years,30
2016,December,Hepburn,40 - 44 years,32
2016,December,Hepburn,45+ years,53
2016,December,Hindmarsh,10 - 17 years,16
2016,December,Hindmarsh,18 - 24 years,25
2016,December,Hindmarsh,25 - 29 years,8
2016,December,Hindmarsh,30 - 34 years,8
2016,December,Hindmarsh,35 - 39 years,11
2016,December,Hindmarsh,40 - 44 years,16
2016,December,Hindmarsh,45+ years,29
2016,December,Hobsons Bay,10 - 17 years,190
2016,December,Hobsons Bay,18 - 24 years,448
2016,December,Hobsons Bay,25 - 29 years,333
2016,December,Hobsons Bay,30 - 34 years,273
2016,December,Hobsons Bay,35 - 39 years,260
2016,December,Hobsons Bay,40 - 44 years,204
2016,December,Hobsons Bay,45+ years,360
2016,December,Horsham,10 - 17 years,257
2016,December,Horsham,18 - 24 years,243
2016,December,Horsham,25 - 29 years,177
2016,December,Horsham,30 - 34 years,84
2016,December,Horsham,35 - 39 years,141
2016,December,Horsham,40 - 44 years,62
2016,December,Horsham,45+ years,133
2016,December,Hume,10 - 17 years,634
2016,December,Hume,18 - 24 years,"1,362"
2016,December,Hume,25 - 29 years,"1,164"
2016,December,Hume,30 - 34 years,850
2016,December,Hume,35 - 39 years,720
2016,December,Hume,40 - 44 years,539
2016,December,Hume,45+ years,778
2016,December,Indigo,10 - 17 years,50
2016,December,Indigo,18 - 24 years,59
2016,December,Indigo,25 - 29 years,17
2016,December,Indigo,30 - 34 years,13
2016,December,Indigo,35 - 39 years,24
2016,December,Indigo,40 - 44 years,13
2016,December,Indigo,45+ years,37
2016,December,Kingston,10 - 17 years,306
2016,December,Kingston,18 - 24 years,759
2016,December,Kingston,25 - 29 years,510
2016,December,Kingston,30 - 34 years,502
2016,December,Kingston,35 - 39 years,419
2016,December,Kingston,40 - 44 years,296
2016,December,Kingston,45+ years,557
2016,December,Knox,10 - 17 years,311
2016,December,Knox,18 - 24 years,770
2016,December,Knox,25 - 29 years,577
2016,December,Knox,30 - 34 years,457
2016,December,Knox,35 - 39 years,380
2016,December,Knox,40 - 44 years,318
2016,December,Knox,45+ years,410
2016,December,Latrobe,10 - 17 years,941
2016,December,Latrobe,18 - 24 years,"1,258"
2016,December,Latrobe,25 - 29 years,768
2016,December,Latrobe,30 - 34 years,744
2016,December,Latrobe,35 - 39 years,513
2016,December,Latrobe,40 - 44 years,408
2016,December,Latrobe,45+ years,631
2016,December,Loddon,10 - 17 years,8
2016,December,Loddon,18 - 24 years,30
2016,December,Loddon,25 - 29 years,12
2016,December,Loddon,30 - 34 years,22
2016,December,Loddon,35 - 39 years,28
2016,December,Loddon,40 - 44 years,29
2016,December,Loddon,45+ years,38
2016,December,Macedon Ranges,10 - 17 years,58
2016,December,Macedon Ranges,18 - 24 years,152
2016,December,Macedon Ranges,25 - 29 years,111
2016,December,Macedon Ranges,30 - 34 years,104
2016,December,Macedon Ranges,35 - 39 years,118
2016,December,Macedon Ranges,40 - 44 years,71
2016,December,Macedon Ranges,45+ years,142
2016,December,Manningham,10 - 17 years,157
2016,December,Manningham,18 - 24 years,242
2016,December,Manningham,25 - 29 years,166
2016,December,Manningham,30 - 34 years,141
2016,December,Manningham,35 - 39 years,120
2016,December,Manningham,40 - 44 years,113
2016,December,Manningham,45+ years,220
2016,December,Mansfield,10 - 17 years,49
2016,December,Mansfield,18 - 24 years,38
2016,December,Mansfield,25 - 29 years,34
2016,December,Mansfield,30 - 34 years,15
2016,December,Mansfield,35 - 39 years,32
2016,December,Mansfield,40 - 44 years,26
2016,December,Mansfield,45+ years,56
2016,December,Maribyrnong,10 - 17 years,229
2016,December,Maribyrnong,18 - 24 years,440
2016,December,Maribyrnong,25 - 29 years,366
2016,December,Maribyrnong,30 - 34 years,445
2016,December,Maribyrnong,35 - 39 years,397
2016,December,Maribyrnong,40 - 44 years,277
2016,December,Maribyrnong,45+ years,399
2016,December,Maroondah,10 - 17 years,229
2016,December,Maroondah,18 - 24 years,642
2016,December,Maroondah,25 - 29 years,433
2016,December,Maroondah,30 - 34 years,372
2016,December,Maroondah,35 - 39 years,363
2016,December,Maroondah,40 - 44 years,321
2016,December,Maroondah,45+ years,399
2016,December,Melbourne,10 - 17 years,"1,170"
2016,December,Melbourne,18 - 24 years,"3,051"
2016,December,Melbourne,25 - 29 years,"1,878"
2016,December,Melbourne,30 - 34 years,"1,678"
2016,December,Melbourne,35 - 39 years,"1,317"
2016,December,Melbourne,40 - 44 years,"1,064"
2016,December,Melbourne,45+ years,"1,411"
2016,December,Melton,10 - 17 years,311
2016,December,Melton,18 - 24 years,665
2016,December,Melton,25 - 29 years,539
2016,December,Melton,30 - 34 years,501
2016,December,Melton,35 - 39 years,462
2016,December,Melton,40 - 44 years,314
2016,December,Melton,45+ years,353
2016,December,Merri-bek,10 - 17 years,261
2016,December,Merri-bek,18 - 24 years,616
2016,December,Merri-bek,25 - 29 years,574
2016,December,Merri-bek,30 - 34 years,611
2016,December,Merri-bek,35 - 39 years,449
2016,December,Merri-bek,40 - 44 years,420
2016,December,Merri-bek,45+ years,500
2016,December,Mildura,10 - 17 years,353
2016,December,Mildura,18 - 24 years,670
2016,December,Mildura,25 - 29 years,431
2016,December,Mildura,30 - 34 years,313
2016,December,Mildura,35 - 39 years,286
2016,December,Mildura,40 - 44 years,225
2016,December,Mildura,45+ years,352
2016,December,Mitchell,10 - 17 years,167
2016,December,Mitchell,18 - 24 years,333
2016,December,Mitchell,25 - 29 years,211
2016,December,Mitchell,30 - 34 years,231
2016,December,Mitchell,35 - 39 years,171
2016,December,Mitchell,40 - 44 years,167
2016,December,Mitchell,45+ years,289
2016,December,Moira,10 - 17 years,98
2016,December,Moira,18 - 24 years,234
2016,December,Moira,25 - 29 years,94
2016,December,Moira,30 - 34 years,89
2016,December,Moira,35 - 39 years,57
2016,December,Moira,40 - 44 years,61
2016,December,Moira,45+ years,99
2016,December,Monash,10 - 17 years,356
2016,December,Monash,18 - 24 years,582
2016,December,Monash,25 - 29 years,347
2016,December,Monash,30 - 34 years,414
2016,December,Monash,35 - 39 years,324
2016,December,Monash,40 - 44 years,253
2016,December,Monash,45+ years,462
2016,December,Moonee Valley,10 - 17 years,195
2016,December,Moonee Valley,18 - 24 years,495
2016,December,Moonee Valley,25 - 29 years,402
2016,December,Moonee Valley,30 - 34 years,444
2016,December,Moonee Valley,35 - 39 years,312
2016,December,Moonee Valley,40 - 44 years,250
2016,December,Moonee Valley,45+ years,407
2016,December,Moorabool,10 - 17 years,71
2016,December,Moorabool,18 - 24 years,202
2016,December,Moorabool,25 - 29 years,111
2016,December,Moorabool,30 - 34 years,95
2016,December,Moorabool,35 - 39 years,100
2016,December,Moorabool,40 - 44 years,89
2016,December,Moorabool,45+ years,137
2016,December,Mornington Peninsula,10 - 17 years,405
2016,December,Mornington Peninsula,18 - 24 years,"1,116"
2016,December,Mornington Peninsula,25 - 29 years,645
2016,December,Mornington Peninsula,30 - 34 years,567
2016,December,Mornington Peninsula,35 - 39 years,443
2016,December,Mornington Peninsula,40 - 44 years,359
2016,December,Mornington Peninsula,45+ years,577
2016,December,Mount Alexander,10 - 17 years,54
